SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-5.7285850,-11.568141,13.458868,19.987866,.95922562
-3.3597557,-9.4311420,16.219497,20.100133,-.53837200
-4.0655609,-9.4198510,14.369049,18.413563,-1.0335855
-3.1709547,-10.419256,14.413423,20.637540,.77085431
-3.1709547,-10.419256,14.413423,20.637540,.77085431
-7.8777840,-8.9365186,12.752864,17.942015,.28836996
-3.3894076,-9.5819480,14.618558,20.399594,.94876121
-7.6610428,-10.950592,11.980587,18.251368,-.24737611
-3.0995316,-10.730179,14.533793,20.386789,-.22069585E-02
-3.3555892,-8.9534999,15.720613,20.284139,.28981228
-4.0512277,-10.742154,14.023599,20.991498,1.4314353
-2.9276605,-9.5686181,15.144060,19.833558,.33124568
-5.2548793,-10.455057,15.234792,20.364758,.87646570
-4.1296214,-10.341086,13.305392,19.409435,.52851672
-6.7952782,-10.871654,14.393559,17.886546,-2.4385791
-3.5998679,-10.320774,14.576092,20.631205,1.2803242
-3.6009022,-10.979253,14.751761,20.343203,-.57010062
-4.5563542,-8.2642619,16.366367,19.893446,.27944191
-3.1571040,-9.9075957,15.916065,20.146566,-.41180203
-3.4046749,-10.632722,13.712188,19.547599,.17373641
-5.2159130,-9.4521103,14.283683,17.703673,-1.4485377
-5.7213746,-11.369717,13.549109,18.598998,-.81193473
-5.9209320,-10.585523,14.881437,19.547251,.28239578
-2.7619980,-9.8694662,14.574433,19.589367,.12244211
-3.0905795,-10.013854,14.467805,19.797984,-.15755212
-5.5683588,-9.6957712,13.606984,19.189688,1.2791698
-4.0802146,-9.8077880,13.802940,19.112682,.61248713
-3.2107808,-9.4898138,15.343479,19.652504,-.72953752
-7.9879627,-13.128985,13.340805,21.539696,.65796414
-2.8290389,-9.9380012,15.024062,19.628996,-.63077166
-3.2684101,-9.1902182,15.016579,19.714339,.58060256
-3.0305919,-10.873104,14.740184,20.541769,.56717505E-01
-3.0479379,-10.638621,15.005531,20.853699,.33371561
-4.2644575,-10.207799,13.877360,20.646835,1.5887453
-5.5339227,-10.095742,14.988444,22.017773,1.8984773
-3.1332376,-9.9060206,14.399407,19.747430,-.49564238E-01
-2.9273251,-10.269395,15.453416,20.207575,-.53429001
-6.0185939,-10.708520,13.344396,20.804861,2.2913808
-3.3841352,-9.5199457,15.638871,20.450643,-.16892912
-3.6696305,-10.785135,13.962341,20.360934,.33887248
-2.7094113,-10.255277,14.807463,19.668422,-.42258386
-3.7980117,-9.1231259,14.703042,18.583997,-.84619639
-2.7193404,-9.6238452,15.495555,20.211531,.81578374E-01
-3.5978566,-9.2790130,16.338376,20.258514,-.56002134
-3.1643376,-10.663643,15.176459,19.968983,-.48031345
-3.3170321,-10.663160,14.643172,19.476117,-.44793422
-5.5014741,-9.2113540,15.901073,18.255123,-1.9682074
-5.1109503,-7.8788660,16.172016,20.025390,.38031809
-3.4784437,-9.6716618,15.837734,19.563194,-.65581579
-5.8786163,-11.691992,12.726070,19.017108,-.54069807
-3.3655049,-10.846954,14.979048,19.776725,-.89566003
-4.3494142,-10.596931,14.725182,20.535203,1.1622192
-4.5535458,-11.550806,13.493532,19.422040,-.22483133
-6.1112898,-9.4572425,16.409510,21.946654,1.8757131
-3.9571854,-10.760358,15.375644,20.515236,.26872732
-3.7962434,-10.496758,14.035044,18.737251,-.93376058
-3.7623407,-10.670324,14.983363,19.792325,-.13981969
-6.0713021,-7.9112103,14.974442,18.437311,.30958744
-3.4231692,-10.620836,13.853154,20.038053,.34481744
-3.5149624,-10.273065,14.775882,20.721998,1.2285260
-4.0381784,-10.173305,15.575376,21.663526,1.2466118
-3.5369444,-10.590816,14.167356,19.077047,-.46207018
-7.4207046,-12.782543,13.138537,20.028554,-.83292748
-3.7928442,-11.474339,14.439590,20.478256,-.27952175
-4.4974570,-9.1127923,14.431686,20.337077,1.4491820
-3.6770344,-9.4299762,15.963097,20.937302,.26827207
-5.8071907,-8.4108887,16.052384,19.613459,.69383617
-3.7004852,-10.627473,14.284206,18.964035,-1.1285230
-7.6877896,-7.5379966,15.270558,17.545937,-.67863976
-4.9368173,-9.9441321,16.710465,20.599840,-1.2008101
-2.6690707,-10.398461,14.853496,20.098542,-.14396554
-9.1048501,-12.358024,14.416868,22.082683,.10889211E-01
-2.7800612,-10.482657,14.702839,20.393782,.21785005
-3.2935340,-9.8746343,15.568256,20.112451,-.73346688
-3.6003201,-9.8556899,15.379255,19.321805,-1.3691242
-5.1640193,-10.528294,16.613944,20.561562,-1.2236827
-3.4145712,-10.760186,13.854304,19.416919,-.33614303
-3.6490597,-9.5508120,14.144273,18.685843,-.43684270
-4.9664157,-11.644712,15.283556,21.206485,-.48245064
-6.3371241,-9.3567686,15.619201,19.224400,.22739581
-3.5422252,-10.763999,13.665814,19.924552,.38932969
-5.0611470,-10.208237,13.633888,20.287122,.70728338
-5.1131862,-10.097465,14.354618,21.456881,2.1015405
-3.7487787,-10.165915,13.846906,19.342063,-.27248724
-3.7281461,-9.4641138,14.325984,18.526073,-.65146414
-3.4456009,-9.8947440,14.429963,18.821800,-.94348882
-3.2669854,-9.4930939,16.108008,19.985178,-.58833458
-3.6898057,-10.000516,14.522276,20.875024,1.4132352
-3.1371505,-10.849878,14.725239,19.905754,-.63621509
-4.2441625,-10.228071,13.829471,18.440999,-1.0593870
-3.7755079,-11.185649,13.755292,20.371295,.77057520
-3.1250359,-10.154664,15.649815,20.029891,-.81122804
-4.9614134,-10.848314,15.055078,20.065431,-1.4089978
-3.4833812,-8.8706464,15.928237,19.787718,-.46917774
-2.8587742,-10.210933,15.418820,20.238863,-.43750910
-3.0035044,-10.151183,15.716534,20.241326,-.42782159
-4.1243067,-8.3575974,15.423765,19.356279,-.14290721
-3.6012463,-9.8625835,15.338837,20.587474,1.0060557
-5.7718979,-9.2088424,14.022759,20.541464,2.1157901
-6.0202629,-8.9288225,14.557282,17.948064,-1.7654089
-4.1176851,-11.664169,14.532562,20.263414,-.52557416
-3.4960458,-9.7180595,16.002694,21.125504,.48549805
-3.7155508,-9.6614627,15.287100,21.138509,1.3637950
-5.3939975,-8.0305700,16.706663,19.757644,.12125825
-3.5754247,-10.426232,15.211740,21.210182,.48051360
-6.1043647,-9.7748040,16.506857,18.960024,-2.2899527
-5.1219551,-9.5062066,16.188846,18.953414,-1.3754053
-3.5161185,-9.5654997,14.532473,19.170453,-.63746994
-6.7045784,-10.936548,12.595183,19.688642,1.6671905
-3.6975534,-8.7923876,15.650613,19.086688,-.44948552
-5.2674367,-9.5278457,14.247277,20.940020,2.1216211
-3.6471328,-9.4474688,16.049345,21.076591,.78249515
-3.1312148,-10.708259,15.343408,20.513326,-.10703524
-5.3104286,-11.779098,15.255484,21.690932,.64058212
-3.6103620,-9.7554418,16.312834,20.356769,-.37168195
-5.6417470,-10.016111,15.471399,18.819443,-2.3913905
-5.9656392,-9.6705751,15.957011,18.365754,-2.3997972
-6.1304214,-10.079733,16.129616,22.552446,1.5647898
-4.5985349,-9.7110743,15.742295,20.635487,-.56020462
-3.9444675,-10.372244,15.590268,21.251844,1.0508724
-2.8930987,-9.3247211,15.550818,19.846075,-.30271818
-5.0725719,-9.9383714,16.563535,21.990092,.90306857
-3.6173416,-9.1193600,14.860342,18.715413,-.44233122
-3.5700650,-8.6637242,15.393539,19.816512,.43653573
-4.2720615,-9.5992355,14.784701,18.455837,-.75067723
-3.2223689,-10.989222,14.056010,19.901107,-.26392063E-02
-4.5396591,-8.5119973,14.743402,19.265988,.80653630
-3.7591138,-9.1246547,15.344809,20.055050,.91548684
-4.1165754,-10.781037,15.601115,20.891748,-.61160989
-5.7085315,-7.6597541,16.080982,20.039824,.82710325
-3.9117164,-9.0400187,16.143574,19.270191,-.90296158
-6.0535731,-8.6709385,15.469927,17.698651,-1.7005921
-3.8697599,-8.6909957,15.853554,19.817320,-.39956104
-3.4362920,-8.9437779,15.190622,19.425830,.28467191
-2.9847125,-9.7407280,15.326651,19.346517,-.81862714
-4.6047648,-9.8016764,15.036057,18.467350,-1.0737956
-11.844259,-8.7515424,12.856447,20.437504,2.9981735
-5.7722756,-9.2772681,13.987914,20.328933,1.1803112
-5.6459220,-10.299249,16.209625,19.347144,-2.2315681
-3.4833315,-9.4743110,16.197740,20.185894,-.69839231
-3.5818661,-9.2925596,14.274650,19.328361,.20448661
-4.6166384,-11.002571,14.794346,20.604100,-.65946442
-7.8026470,-10.746296,14.319037,20.303399,-1.0296396
-3.6830758,-11.259750,14.668221,20.603329,-.29455523
-6.3591324,-8.9886698,13.411290,19.396304,1.1087188
-5.1622317,-8.0297047,14.902990,18.634961,.49576159E-01
-4.7626530,-10.458543,14.176602,21.372465,1.8956345
-6.8673637,-11.258534,12.777996,18.916107,.62120744
-3.6900587,-9.2455195,15.622073,18.963550,-1.2870552
-7.0703317,-8.0814328,15.587068,17.420864,-2.0455494
-3.8526163,-10.938365,13.736206,19.852162,.64573005
-3.3552406,-9.0688755,15.963809,19.791302,-.60639818
-5.7352122,-8.4808937,15.901744,18.556520,-1.8811099
-3.2001172,-10.453258,14.406938,19.329135,-.26377100
-3.2001172,-10.453258,14.406938,19.329135,-.26377100
-4.6251825,-10.486777,14.258665,18.335709,-1.6049093
-4.2945101,-11.115810,13.380484,19.608276,-.19921634
-2.8445999,-10.584803,14.785303,19.915843,-.44953392
-3.2926194,-10.939175,14.363314,20.111949,.31911338
-5.7486503,-11.215388,15.066583,19.331171,-2.1711073
-6.4635402,-9.9300683,12.832070,18.116024,-.61323225
-3.8079162,-11.224375,15.184539,21.063937,.31636353
-3.6192451,-10.345841,13.767475,19.785299,.25997777
-6.2075166,-10.297394,16.898512,22.184161,.19045795
-4.5599910,-9.6966785,14.482420,21.052717,1.7976385
-3.5440733,-8.9552103,14.671242,19.137695,.17742271
-4.7689358,-12.060405,13.779805,20.647844,.27808418
-4.2152321,-10.849463,15.148527,21.760188,1.2220858
-5.9787268,-10.839192,16.140769,20.886968,.21750129
-3.9899283,-8.7123005,16.313252,19.427197,-.77642730
-5.0888665,-9.6633251,15.790837,20.570585,1.1091879
-3.3187493,-10.197061,14.274509,19.333222,-.62782918
-4.0305504,-9.1562992,14.137067,19.175016,.19162066
-4.0835880,-8.5911760,16.321686,20.403039,.48024244
-3.2956483,-8.9655753,15.750574,19.582530,-.15461549
-5.8674763,-10.370504,16.676724,20.016842,-1.3345709
-5.4921461,-8.3172788,15.037919,19.871341,1.5404780
-4.1132372,-10.126903,14.583588,19.435035,-1.0742179
-2.9882569,-9.4409385,15.899630,20.123037,-.22460945
-3.6403336,-9.5697954,15.432085,19.170553,-.51609148
-3.9556463,-9.4322092,16.448412,20.028396,-.50204260
-3.2444821,-10.382727,14.357135,19.368325,-.73990499
-4.6967407,-10.058219,16.556725,20.576014,-.27323279
-3.2770873,-9.8562738,14.259638,19.127942,-.48028567
-8.0970308,-7.6847136,14.654661,20.036202,1.9092199
-3.5885902,-9.1710762,14.385513,18.984779,-.10154172
-3.3933926,-9.0353013,15.979196,20.328507,.40212474
-4.7708606,-10.005127,13.358143,18.349476,-.19349298
-3.8319374,-10.196873,15.028399,20.688450,1.2032465
-3.8823230,-10.728313,14.271528,19.059983,-.54519531
-2.9578404,-9.6627322,15.770039,19.939695,-.35665011
-6.6303285,-10.312858,14.247051,17.581422,-2.4629996
-3.2495872,-9.9402518,15.028435,20.930468,1.0757046
-4.9705193,-8.8454431,16.665688,19.332749,-1.6024416
-3.8966732,-9.0243438,16.407264,20.814028,.45347304
-4.4145193,-9.6405799,16.045040,20.105228,.20412636
-6.8942707,-9.3247549,16.774637,19.541080,-2.3643434
-5.2563863,-10.631651,14.614499,20.803987,-.20194562
-3.7903024,-9.4265508,15.164480,19.116146,-1.2167232
-3.3491307,-9.1612367,14.732370,19.341380,-.15752743
-4.1703617,-8.7817047,15.593203,18.950965,-1.2023923
-3.2153999,-9.7522168,14.452940,19.625258,.60060305
-3.9860914,-10.974744,14.013710,19.920927,.61288893
-3.9508112,-11.487563,13.904466,20.166227,.31368529
-3.7043100,-11.411959,14.587106,20.183981,-.51130769
-3.3666328,-10.598194,15.492069,20.610887,-.49732412
-2.8759862,-10.062086,15.035010,20.255480,.53157386
-5.8415186,-12.150102,14.423133,21.406403,-.31156740E-01
-3.2882418,-8.8563787,15.806054,19.700808,-.24158926
-9.1970136,-8.4707912,17.271357,21.444551,1.8168378
-4.8353333,-7.9487621,16.323034,19.307022,-.39771883
-2.8733046,-10.433410,15.271297,20.330961,-.34775218
-4.6796296,-9.1804155,15.192625,20.046352,-.36294065
-5.9961208,-9.8569626,17.008210,19.988576,-1.2446264
-4.5154005,-10.444464,15.086694,19.572504,-1.5853097
-3.7713315,-8.9513231,15.743013,19.538233,.90735315E-01
-4.3719373,-10.908220,13.130536,19.709651,.53429254
-2.9147001,-9.6540517,15.100669,19.631284,-.54956121
-4.8904118,-9.8982417,13.443928,18.300169,-.74878298
-3.0509084,-9.3269295,15.001298,19.764760,.49042502
-4.0542316,-9.6548369,16.175881,19.868850,-.41198256
-7.6271392,-10.085491,13.278665,19.771232,2.2151738
-4.3689997,-10.817468,14.595814,21.500040,1.0276654
-4.8061904,-11.120437,15.030320,21.290101,-.10543821
-4.1273764,-8.9448183,14.358539,18.692230,.92777282E-01
-3.1476688,-10.320606,13.944560,19.575476,.26594813
-4.3949973,-9.4887965,16.317631,19.316670,-1.3681294
-3.7903167,-10.230999,16.270435,20.685187,-.49739571
-4.1922349,-10.613508,13.327106,18.884262,-.21314369
-3.8893721,-9.4928113,16.012038,19.957520,.13811531E-01
-2.8505859,-10.492706,14.493591,19.898433,.17947124
-3.4840841,-11.107886,14.161301,19.660299,-.57835178
-3.4679605,-10.598418,13.668696,19.531356,.12248339
-6.6261835,-8.1186317,14.861275,17.795191,-.35428424
-5.1757943,-7.8984361,16.497831,19.419113,-.66102259
-6.8843422,-7.6414067,16.714030,20.191257,1.0608227
-8.5229173,-9.2277888,16.099496,20.985613,2.0590925
-3.8647588,-10.162209,14.214368,18.664250,-.56524692
-8.3296060,-9.6965264,15.633081,22.914085,2.7062572
-4.3786483,-9.7015268,15.874217,20.387259,.65014209
-5.1884081,-8.0399578,16.857855,19.720837,-.64576175
-3.3920734,-8.7887632,15.317638,19.546001,-.63021283E-01
-5.6654268,-10.670397,16.590582,20.383632,-1.1754945
-4.3202949,-11.686659,14.458045,20.466924,-.55960923
-5.7981128,-8.3409243,17.037028,19.461934,-1.5107076
-3.1925599,-10.917943,14.176497,20.061626,.31464542
-5.9102513,-10.293824,16.582633,20.988582,.30107238
-5.9129024,-10.474592,16.020962,20.422136,-1.6604686
-5.4719434,-11.284705,13.551260,18.584578,-.83133592
-3.3157042,-9.3824955,16.024892,19.993435,-.16569592
-6.0662340,-12.250721,13.130416,21.034015,1.0944421
-6.1714722,-11.918917,13.939761,19.988407,.34046657
-4.8930222,-10.084531,16.522509,20.170183,-1.5512327
-5.0810484,-9.2100743,17.076928,20.719121,-.78749305
-3.6235657,-9.1807216,15.959702,20.747071,.29683300
-3.5583669,-11.080686,14.339975,19.980394,.15406252
-4.0839863,-10.215704,15.278249,20.251068,.64110503
-4.7849962,-11.750659,14.070775,21.367731,.86883139
-5.1558401,-10.250316,16.163726,21.995064,.55535605
-4.2148048,-9.5990473,15.497526,18.665934,-1.3653874
-5.7204735,-8.3022937,15.042667,20.009067,1.7001521
-4.8404139,-10.649295,13.819307,20.400451,.24915677
-3.9014139,-9.3299335,14.541986,18.528163,-.99989328
-3.2705633,-10.934554,13.987191,19.855586,-.86816809E-01
-5.7936546,-10.548048,15.793929,22.024820,1.7860636
-5.4181096,-11.813898,15.099929,20.091400,-1.2858377
-3.6008040,-9.4686959,14.766124,20.520880,.90695960
-6.1471861,-10.411392,13.298369,19.374504,-.44828542
-5.1317825,-8.9009555,15.748724,21.306496,1.1936669
-7.0874860,-10.071446,12.406902,17.892613,-.19015191
-3.1101027,-9.8312947,15.438999,20.060986,-.60516811
-3.6584477,-10.396964,14.187625,20.072477,-.56532682E-01
-4.0899496,-9.0824680,14.128193,18.944447,.39909563
-3.6904221,-11.358084,14.488155,20.335663,-.43096722
-3.9538600,-10.192665,13.560497,19.593493,.88732019
-3.7134247,-10.746400,15.041163,19.422550,-1.2592013
-3.1280149,-9.7090792,15.093857,20.245787,.79713178
-3.8958847,-9.2102051,15.737189,19.576555,-1.0848635
-4.4241108,-11.846097,14.107447,20.212488,-.49054458
-9.5964826,-11.096755,12.602993,18.113580,.36182056
-3.6810961,-10.194354,15.916573,19.862429,-1.1827951
-6.6279422,-12.116265,13.159135,19.147441,-1.3189597
-5.1284170,-10.091924,15.256431,19.254603,-.19462981
-4.2399860,-10.173284,14.664184,19.574169,-1.0785617
-5.3364311,-9.7779142,15.451014,18.540292,-1.1882551
-3.2832323,-10.288936,14.879371,19.386139,-.39441453
-4.4755254,-11.411745,15.247759,21.625076,.66338750
-4.9317590,-11.100583,13.003913,19.849556,.40618838
-4.3609930,-9.5584589,14.088375,19.091730,-.50567660
-5.3758822,-9.2587271,15.194430,19.763818,-.90979336
-3.5697785,-8.9588044,15.652780,20.165427,-.16759152E-01
-8.9960746,-8.8580694,14.967195,19.447215,1.7335483
-3.9069024,-10.593705,14.480895,20.501591,-.76778650E-01
-6.3254127,-10.334423,13.350564,19.823144,.28330978E-01
-3.6671566,-8.9284093,15.803458,19.071945,-.96262949
-3.1715173,-10.338719,14.307375,20.310779,.93408109
-3.0603242,-10.717225,14.606744,20.378971,-.56425624E-01
-7.8229572,-11.952077,15.783585,21.907357,-.75637444
-3.2662425,-10.524758,14.525909,20.597636,1.0006784
-4.0743227,-10.908540,14.740139,19.149428,-1.2674185
-4.1457946,-8.9710921,16.694632,20.283210,-.19701309
-5.6539202,-10.264640,16.591344,19.743338,-1.8610483
-2.9354850,-9.6651685,15.363361,19.403730,-.75197693
-4.3751868,-11.271169,15.018180,19.759169,-1.3641705
-4.1393382,-10.413933,13.624814,20.328003,1.0383776
-5.4541313,-10.203594,15.823300,20.344419,-1.4235097
-3.8875034,-9.2500647,14.928576,18.645356,-.49045233
-5.3460479,-8.9008557,16.642033,21.122283,-.13203971E-02
-7.6511492,-10.503609,16.744100,22.140105,-.40839207
-2.8197492,-10.155364,14.658853,19.614609,-.46592590
-5.2277082,-9.2460068,14.114886,19.741709,.29861651
-7.4108344,-11.944862,12.484246,18.570106,-.39837095
-5.5106617,-10.984983,14.291987,19.114654,-.21681481
-4.6530380,-11.724102,13.932908,19.621363,-.46221340
-4.3460704,-8.4795703,15.453777,19.867681,.95413409
-3.0541494,-9.3081000,14.771200,19.626167,.41848885
-3.5740626,-10.073546,14.632125,20.257361,1.0955319
-3.4347704,-10.772608,14.389149,20.637412,.99511381
-4.3039904,-10.220733,16.258508,21.500700,.67549382
-10.470234,-8.4611625,16.652413,19.858306,-2.0284122
-7.2240151,-9.5798735,14.878017,19.015416,-1.9453545
-3.1957849,-9.5195353,15.656023,20.165862,-.43361744
-5.1054663,-12.084263,13.587429,20.266589,.31163176
-5.9372364,-11.497618,15.085473,19.372943,-1.4516798
-5.7399682,-8.1715223,14.999257,17.802434,-1.0032942
-3.7779895,-9.4075250,16.320213,20.337054,-.69734384
-6.7732815,-8.5696307,17.532994,20.393582,-1.3013688
-5.5038222,-9.2487837,13.369221,19.243149,1.1187385
-5.2128159,-10.853319,12.814372,18.746532,.26618598E-01
-3.0166233,-9.6972914,15.803378,20.351775,.13734716
-3.5345676,-8.9166230,14.771784,19.000046,-.10419729
-4.5215420,-9.3655078,15.484562,19.907401,-.89811571
-4.3332305,-11.162460,15.757809,20.993120,-.22133365
-4.9164371,-9.9787334,14.404051,19.712463,1.1298107
-2.7883023,-9.4381979,15.563182,20.028293,-.94791778E-02
-2.8628048,-9.6639596,14.810589,19.251476,-.34008361
-5.3461646,-11.013397,15.707360,20.794478,.30997937
-4.1531530,-9.3365754,15.330870,21.147135,1.5413225
-5.8130635,-9.8975219,14.164388,17.594751,-1.9653752
-4.5056867,-8.3099386,15.006005,18.634240,-.23178456
-7.0952390,-9.3814214,14.252965,17.217430,-1.4007419
-4.4957974,-9.5787546,15.257777,19.878712,.81157305
-2.5925724,-9.9330611,14.891580,19.918503,-.21295859E-01
-4.0499069,-11.060761,13.403688,20.121631,.77823084
-3.1334942,-9.8238990,15.742453,20.331946,-.47639324
-4.2167241,-11.485486,14.896918,20.171469,-.95197824
-3.4002004,-9.5684532,14.584479,19.400772,-.43904608
-6.1390290,-8.8086485,16.243441,21.637303,1.0150189
-3.8567765,-9.7552975,14.694327,19.618583,.70035701
-3.1115496,-10.506819,15.255928,19.818261,-.70673115
-3.5040141,-10.247767,14.069556,20.304095,1.1623685
-4.5251688,-10.837669,15.397398,21.945759,1.0365250
-4.3865685,-8.6110668,14.837051,19.945834,1.0195184
-4.3317962,-9.6333212,15.613284,19.959167,.49491640
-4.4079389,-9.8603023,14.796274,18.531293,-.80445089
-3.0554870,-9.7529200,14.861610,19.869878,-.26304682
-2.9241273,-9.3457665,15.417720,20.125338,.49722893E-01
-4.8787268,-10.781932,13.383871,18.624795,-.26278633
-8.0568524,-11.320775,14.015271,22.589724,2.3364185
-3.4798381,-10.562602,14.775015,19.562967,-1.0973780
-5.6506460,-9.3406605,16.876419,21.977994,.90025833
-5.1044410,-9.7332478,13.643564,17.916165,-1.0599433
-4.0610761,-10.633798,15.042250,19.307104,-.80402035
-6.6739295,-8.7071511,15.094017,20.023832,-.22455265
-3.6445947,-8.7118127,16.197305,19.926342,-.11799624
-5.1184220,-8.9623302,16.497781,19.071255,-1.8583840
-5.9693894,-8.7088986,17.061564,19.151799,-1.7078223
-3.1317927,-9.3088290,15.527966,20.282082,.55528822E-01
-2.8830628,-10.526732,14.587641,20.524828,.54428154
-2.8830628,-10.526732,14.587641,20.524828,.54428154
-3.3002851,-8.9947489,15.283924,19.392737,.84972568E-01
-6.9609976,-11.466181,12.941303,20.596615,.55030219
-4.3858591,-8.5385457,15.201599,18.864126,.78664813E-01
-3.0612499,-9.8194108,14.454234,20.111955,.56432230
-3.4675822,-9.7569273,14.146429,19.062364,-.40462775
-2.6951409,-9.9375395,15.228126,20.371020,.11242600
-3.3599674,-10.339790,15.694103,21.043653,.76804927E-01
-4.2457399,-8.5987130,14.973198,18.824256,.10104255
-6.9355243,-11.183814,15.300817,18.933727,-2.6865322
-5.5264765,-8.2211622,14.736753,18.422307,.23195372
-3.4246211,-9.3707471,14.413537,19.718072,.44127829
-3.9470658,-10.197999,16.134976,20.489426,-.94988976
-2.7435316,-9.6729187,14.966120,19.797288,.24421366
-3.4905960,-9.0654840,15.748542,19.184322,-.96490218
-8.0840062,-10.282985,15.090092,17.590100,-3.1974633
-2.9924953,-10.824279,14.321852,20.270160,.29720054
-7.9739998,-12.184062,15.124555,20.847708,.21679118
-4.2024607,-10.684962,15.242334,19.709003,-.43050304
-3.9327220,-9.8810699,13.771141,19.833403,.73145043
-6.5111991,-10.125833,16.345227,19.164315,-1.5416288
-4.3908937,-9.7598210,16.623419,21.188687,-.21845968
-5.3172588,-11.655140,13.401136,20.188790,.98642690
-3.1492680,-9.7577841,14.578799,19.313780,.13945251
-4.6427101,-11.021506,15.996659,21.067230,-.99020740E-01
-5.5099360,-11.371308,15.223982,19.429423,-1.6448694
-5.1109330,-9.3303242,13.893739,20.227227,1.5337458
-4.4769912,-9.4761885,16.422154,21.493061,1.0009888
-4.4848241,-8.8523109,15.989460,19.183857,-.34638026
-7.5934100,-8.1107905,15.135412,17.060405,-1.9002595
-4.7447365,-9.3511964,13.849862,19.156795,1.0203440
-4.2885766,-8.7275809,15.979021,18.817940,-1.2955334
-4.0596864,-8.4343345,15.938330,20.104793,.22638940
-2.7673863,-9.3890962,15.212785,19.739404,-.97697590E-01
-7.4669746,-8.4969451,17.384983,20.872188,.84397412
-3.7911738,-10.636671,15.848378,20.504652,-.84959693
-4.2600032,-10.053036,13.566835,19.483533,.19703405
-3.4448432,-10.168868,15.256696,20.561048,.80131505
-3.2515077,-9.2612421,15.513990,20.178822,.63476313
-6.3949644,-8.2165709,14.458858,17.671993,-.44868322
-3.4106273,-9.4936655,14.984327,20.650745,1.1556974
-5.5755844,-8.2953504,15.116402,18.004525,-1.4001257
-4.5363070,-10.071333,16.711484,21.042443,-.20971788
-3.0912452,-9.5898821,14.737594,20.213603,.56070511
-4.0853841,-10.266080,15.167703,21.452889,.84278917
-3.4805662,-9.6940593,15.887465,19.787800,-.39333863
-4.9520137,-10.044359,15.606486,18.707097,-1.6728325
-3.7681567,-10.288913,15.901246,20.160426,-1.1316941
-5.0260007,-9.8857710,16.388245,19.361187,-1.6737816
-3.4441033,-10.222405,14.834493,20.853973,.50867909
-4.3163877,-8.9217855,15.173309,18.697326,-1.2763657
-3.6574639,-10.811626,15.297301,21.176482,.12184824
-3.8381791,-9.6718009,15.625146,19.609252,-1.2884762
-3.0373374,-9.7182525,15.675920,20.199289,.15917677
-3.7420735,-9.7318966,15.560723,20.613781,.96036262
-3.6406912,-10.494603,14.056941,20.337435,1.1840470
-4.0926842,-10.346205,16.289084,20.506344,-.90769299
-4.0588609,-11.328260,13.835289,19.493372,-.72862817
-4.7829048,-11.295383,13.298021,18.900603,-.73572739
-4.1559076,-10.958239,14.144094,19.824290,-.76682442
-5.2343706,-8.4057456,16.229970,18.958836,-1.5510181
-3.3729118,-9.7086215,14.309904,19.040713,.49526049E-01
-3.9461960,-9.8486858,14.731249,19.149780,.69632450E-01
-5.8184950,-8.4997687,14.008953,18.313127,-.28042624
-4.9707028,-10.841364,13.069432,19.911366,1.2990056
-3.9569313,-10.006738,14.788859,19.764701,-.81831851
-3.6556317,-10.068921,15.939638,20.147336,-1.0582759
-5.3610084,-8.9153857,15.288977,18.084893,-1.0386154
-8.2760255,-11.873481,14.147559,22.847048,2.2640140
-4.1737176,-10.855768,15.183190,19.914505,-1.3710703
-3.3668882,-9.7562274,15.219853,19.019728,-1.2137029
-4.1863408,-10.719976,15.784770,21.270589,.61827973
-7.6759042,-9.7898733,15.797907,20.404325,-1.4781924
-8.3601668,-9.0840299,16.091195,21.107023,2.2191554
-3.7964206,-10.967118,15.270713,20.641041,-.63972876
-6.0181917,-10.840644,13.049665,20.152933,.51934691
-4.6752620,-9.9076717,14.837825,19.427896,-1.2917829
-5.5247753,-11.175866,14.790241,20.046184,-1.4938613
-2.9866600,-10.150153,15.256288,20.759563,.71415995
-3.0630168,-9.4699206,15.764137,20.614012,.32458711
-3.9777941,-9.1221870,15.327665,20.849145,1.0973065
-4.6290601,-8.0217275,15.906035,19.102167,-.45050138
-4.2472875,-10.796638,14.716489,20.132553,.56370312
-4.8410151,-8.8461822,15.973746,21.081869,1.5543763
-3.8086290,-8.8032614,14.897264,18.871185,-.45622842E-01
-3.2958053,-10.268629,13.862900,19.677870,.52386585
-3.2303340,-9.2677481,15.835523,19.862276,-.62163297
-4.8043369,-11.821614,14.236495,20.824515,-.21746277
-4.9978740,-8.9876647,16.964827,19.711384,-1.1803780
-3.8823127,-10.682699,14.736925,19.545586,-1.2769160
-2.9357666,-9.4823917,15.291242,20.201694,.77310914E-01
-7.2427959,-9.5329505,13.959278,18.103857,.23326513
-4.5924543,-8.9112752,16.353318,19.761381,-1.2094433
-3.0360226,-10.078316,14.324077,19.222471,-.46898398
-6.9810903,-11.160082,16.630723,20.494141,-1.7676725
-5.3526855,-7.8513998,16.240596,19.804962,-.13645960
-3.6408042,-10.429739,14.117970,19.143842,-.87679387
-3.3966392,-9.9863922,14.223371,19.404248,.43823131
-5.5286256,-9.7408856,15.582493,21.185682,1.8549342
-3.4713410,-9.1858384,15.126526,18.783618,-.75674332
-5.6576413,-11.005564,16.089823,21.895078,-.11655106
-8.5172820,-8.9789151,15.405311,22.224437,3.1868693
